user_id,hotel_id,rating
130,14,5.0
131,14,3.55
132,14,3.55
133,14,4.6
134,14,4.6
135,14,3.75
136,14,4.15
137,14,4.4
138,14,3.55
139,14,4.8
140,14,4.8
141,14,2.5
142,14,3.95
143,14,2.9
144,14,4.15
145,14,4.8
146,14,4.4
147,14,5.0
148,14,4.4
149,14,4.15
150,15,5.0
151,15,5.0
152,15,5.0
153,15,5.0
154,15,5.0
155,16,4.4
156,17,2.1
157,17,5.0
158,17,3.95
159,17,1.65
160,18,3.95
161,19,3.55
162,20,5.0
163,21,5.0
164,21,2.5
165,21,2.9
166,21,2.9
167,22,5.0
168,22,4.15
169,23,4.6
170,23,1.65
171,24,5.0
172,25,4.4
173,26,5.0
174,27,2.5
175,27,3.75
176,27,2.9
177,27,2.5
178,27,4.4
179,27,3.55
180,27,4.15
181,28,3.75
182,29,5.0
183,29,3.55
184,30,3.75
185,31,2.9
186,32,5.0
187,33,4.6
188,33,4.15
189,33,3.15
190,33,3.55
191,33,2.7
192,33,4.15
193,33,2.1
194,33,4.15
195,33,2.9
196,33,3.35
197,34,4.8
198,35,1.65
199,36,3.55
200,36,4.6
201,36,4.6
202,37,2.7
203,37,3.75
204,37,2.9
205,37,2.9
206,37,5.0
207,38,3.15
208,39,3.95
209,40,3.55
210,41,3.55
211,41,3.95
212,41,4.15
213,41,4.6
214,41,1.45
215,41,3.35
216,42,3.55
217,43,4.4
218,43,2.5
219,43,4.6
220,43,5.0
221,43,5.0
222,43,5.0
223,43,3.75
224,43,5.0
225,44,5.0
226,44,4.8
227,45,3.35
228,46,4.6
229,46,4.8
230,46,5.0
231,47,3.15
232,47,4.4
233,47,4.8
234,47,3.75
235,47,1.45
236,47,3.35
237,47,4.6
238,47,3.75
239,47,5.0
240,47,3.15
241,47,3.75
242,48,5.0
243,48,3.95
244,49,3.55
245,49,3.75
246,49,3.15
247,49,2.75
248,50,2.9
249,51,3.35
250,52,5.0
251,53,2.5
252,53,5.0
253,53,2.7
254,53,5.0
255,54,4.8
256,55,2.5
257,55,4.6
258,55,4.4
259,55,5.0
260,55,3.75
261,55,4.8
262,56,4.4
263,57,4.4
264,58,4.6
265,59,4.6
266,59,5.0
267,59,3.55
268,59,3.75
269,60,5.0
270,60,4.6
271,60,5.0
272,60,3.15
273,60,4.4
274,60,4.8
275,60,3.35
276,60,3.95
277,60,3.95
278,60,5.0
279,60,4.8
280,60,5.0
281,60,4.8
282,60,5.0
283,60,3.75
284,60,4.15
285,60,5.0
286,60,4.6
287,60,4.4
288,60,5.0
289,60,2.3
290,60,2.7
291,60,3.35
292,60,4.6
293,60,4.4
294,60,5.0
295,60,5.0
296,60,4.8
297,60,3.35
298,60,2.9
299,60,4.8
300,60,3.75
301,60,5.0
302,60,5.0
303,60,3.95
304,60,4.15
305,60,3.5
306,60,2.7
307,60,1.65
308,60,4.6
309,60,3.95
310,60,4.6
311,60,4.6
312,60,4.6
313,60,3.75
314,60,4.15
315,60,4.6
316,60,2.9
317,60,5.0
318,60,5.0
319,60,3.55
320,60,5.0
321,60,2.9
322,60,4.8
323,60,4.15
324,60,3.75
325,60,4.6
326,60,4.8
327,60,3.95
328,60,3.95
329,60,4.8
330,60,4.8
331,60,4.15
332,60,4.8
333,60,5.0
334,60,5.0
335,60,3.75
336,60,4.6
337,60,4.15
338,60,5.0
339,60,5.0
340,60,2.7
341,60,5.0
342,60,4.6
343,60,4.6
344,60,3.35
345,60,5.0
346,60,4.5
347,60,4.4
348,60,4.4
349,60,4.6
350,60,4.4
351,60,1.45
352,60,4.15
353,60,4.8
354,60,4.6
355,60,3.55
356,60,5.0
357,60,4.6
358,60,5.0
359,60,5.0
360,60,4.15
361,60,4.8
362,60,4.15
363,60,5.0
364,60,4.8
365,60,1.45
366,60,4.8
367,60,4.6
368,61,5.0
369,62,4.4
370,62,5.0
371,62,5.0
372,62,5.0
373,62,3.55
374,62,3.15
375,62,4.6
376,63,5.0
377,64,5.0
378,64,3.0
379,64,5.0
380,64,4.0
381,64,4.0
382,64,5.0
383,64,4.0
384,64,4.0
385,64,5.0
386,64,5.0
387,64,5.0
388,64,4.0
389,64,4.0
390,64,5.0
391,64,5.0
392,64,5.0
393,64,5.0
394,64,5.0
395,65,5.0
396,66,5.0
397,67,5.0
398,68,5.0
399,69,4.8
400,69,5.0
401,69,4.4
402,69,3.55
403,69,3.15
404,69,5.0
405,69,4.8
406,69,4.8
407,69,5.0
408,69,4.8
409,69,4.15
410,69,4.25
411,69,4.4
412,69,5.0
413,69,4.15
414,69,5.0
415,69,4.15
416,69,4.8
417,69,5.0
418,69,3.15
419,69,4.6
420,69,4.4
421,69,4.6
422,69,5.0
423,69,4.4
424,69,4.6
425,69,3.55
426,69,5.0
427,69,3.75
428,69,4.6
429,69,4.15
430,69,4.4
431,69,3.95
432,69,4.8
433,69,3.15
434,69,5.0
435,69,4.4
436,69,4.4
437,69,3.75
438,69,3.75
439,69,4.4
440,69,4.15
441,69,3.75
442,69,4.4
443,69,3.75
444,69,4.15
445,69,1.25
446,69,3.95
447,69,2.5
448,69,3.55
449,69,3.55
450,69,3.15
451,69,5.0
452,69,3.35
453,69,5.0
454,69,2.1
455,69,5.0
456,69,4.6
457,69,5.0
458,69,4.8
459,69,5.0
460,69,5.0
461,69,3.75
462,69,5.0
463,69,5.0
464,70,3.75
465,70,4.6
466,70,5.0
467,70,4.4
468,70,4.6
469,70,4.15
470,70,3.35
471,70,1.65
472,70,4.15
473,70,2.1
474,70,3.95
475,70,5.0
476,70,5.0
477,70,2.9
478,70,4.4
479,70,4.8
480,70,3.95
481,70,4.8
482,70,2.1
483,70,4.8
484,70,5.0
485,70,3.75
486,70,5.0
487,70,4.8
488,70,5.0
489,70,4.8
490,70,4.15
491,70,4.6
492,70,3.15
493,70,3.15
494,70,5.0
495,70,5.0
496,70,4.8
497,70,3.75
498,70,2.7
499,70,4.6
500,70,2.9
501,70,4.6
502,70,4.8
503,70,3.95
504,70,4.8
505,70,5.0
506,70,4.4
507,70,2.9
508,70,3.55
509,70,1.9
510,70,4.6
511,70,3.75
512,70,4.4
513,70,3.35
514,70,3.75
515,70,5.0
516,70,4.15
517,70,2.9
518,70,3.35
519,70,4.8
520,70,4.8
521,70,5.0
522,70,4.8
523,70,5.0
524,70,3.35
525,70,3.55
526,70,1.45
527,70,4.6
528,70,3.75
529,70,4.4
530,70,4.15
531,70,3.95
532,70,2.3
533,70,4.4
534,70,3.75
535,70,3.75
536,70,4.8
537,70,3.55
538,70,2.9
539,70,4.15
540,70,5.0
541,70,4.4
542,70,4.4
543,70,5.0
544,70,3.55
545,70,5.0
546,70,4.6
547,70,3.75
548,70,4.15
549,70,4.15
550,70,3.95
551,70,3.55
552,70,4.15
553,70,4.6
554,70,5.0
555,70,5.0
556,70,5.0
557,70,3.95
558,70,4.8
559,70,5.0
560,70,4.4
561,70,2.7
562,70,5.0
563,70,4.8
564,70,4.4
565,70,3.75
566,70,4.4
567,70,4.6
568,70,3.95
569,70,5.0
570,70,3.35
571,70,5.0
572,70,3.95
573,70,5.0
574,70,5.0
575,70,4.6
576,70,5.0
577,70,5.0
578,70,4.6
579,70,4.8
580,70,5.0
581,70,5.0
582,70,5.0
583,70,4.6
584,70,4.15
585,70,2.5
586,70,5.0
587,70,3.35
588,70,4.4
589,70,4.25
590,70,4.4
591,70,4.8
592,70,1.45
593,70,3.95
594,70,4.4
595,70,5.0
596,70,3.75
597,70,5.0
598,70,3.55
599,70,5.0
600,70,4.4
601,70,4.4
602,70,3.75
603,70,3.75
604,70,5.0
605,70,4.6
606,70,5.0
607,70,3.95
608,70,2.7
609,70,5.0
610,70,5.0
611,70,5.0
612,70,2.7
613,70,4.8
614,70,5.0
615,70,4.8
616,70,5.0
617,70,2.9
618,70,4.6
619,70,5.0
620,70,3.95
621,70,3.95
622,70,4.4
623,70,3.75
624,70,5.0
625,70,5.0
626,70,4.4
627,70,4.8
628,70,2.3
629,70,2.5
630,70,5.0
631,70,5.0
632,70,4.8
633,70,3.55
634,70,3.75
635,71,5.0
636,71,5.0
637,72,2.3
638,72,5.0
639,72,4.8
640,72,4.8
641,72,5.0
642,72,5.0
643,72,2.9
644,72,4.4
645,72,4.6
646,72,4.15
647,72,3.95
648,72,5.0
649,72,5.0
650,72,5.0
651,72,5.0
652,72,4.8
653,72,3.75
654,72,3.55
655,72,4.8
656,72,3.45
657,72,4.8
658,72,3.95
659,72,3.15
660,72,3.75
661,72,4.8
662,72,2.5
663,72,5.0
664,72,4.15
665,72,5.0
666,72,5.0
667,72,5.0
668,72,3.35
669,72,5.0
670,72,4.6
671,72,4.6
672,72,5.0
673,72,4.15
674,72,5.0
675,72,5.0
676,72,2.3
677,72,4.15
678,72,3.95
679,72,2.7
680,72,4.8
681,72,4.8
682,72,5.0
683,72,4.8
684,72,3.15
685,72,4.6
686,72,3.15
687,72,4.6
688,72,2.1
689,72,5.0
690,72,3.75
691,72,3.75
692,72,5.0
693,72,4.4
694,72,3.95
695,72,4.8
696,72,5.0
697,72,3.55
698,72,2.7
699,72,5.0
700,72,4.4
701,72,3.75
702,72,5.0
703,72,4.6
704,72,4.6
705,72,2.9
706,72,4.8
707,72,1.9
708,72,4.8
709,72,3.75
710,72,4.6
711,72,3.75
712,72,5.0
713,72,2.9
714,72,4.8
715,73,5.0
716,74,5.0
717,75,5.0
718,75,3.0
719,75,5.0
720,75,5.0
721,75,5.0
722,75,5.0
723,75,5.0
724,75,5.0
725,75,5.0
726,75,5.0
727,75,5.0
728,75,1.0
729,75,4.0
730,75,5.0
731,75,4.0
732,75,5.0
733,75,5.0
734,75,3.0
735,75,5.0
736,75,5.0
737,75,1.0
738,75,3.0
739,75,5.0
740,75,5.0
741,75,3.0
742,75,5.0
743,75,5.0
744,75,3.0
745,75,5.0
746,75,5.0
747,75,5.0
748,75,5.0
749,75,5.0
750,75,5.0
751,75,5.0
752,75,5.0
753,75,5.0
754,75,5.0
755,75,5.0
756,75,5.0
757,75,5.0
758,75,5.0
759,75,4.0
760,75,5.0
761,75,5.0
762,75,5.0
763,75,4.0
764,75,5.0
765,75,5.0
766,75,5.0
767,75,3.0
768,76,4.4
769,76,4.6
770,76,4.4
771,76,4.8
772,76,5.0
773,76,3.75
774,76,5.0
775,76,4.8
776,76,4.4
777,76,5.0
778,76,5.0
779,76,4.8
780,76,3.75
781,76,5.0
782,76,3.55
783,76,4.8
784,76,3.15
785,76,3.75
786,76,4.6
787,76,4.8
788,77,4.8
789,77,4.6
790,77,2.1
791,77,5.0
792,77,4.15
793,77,4.8
794,77,4.8
795,78,4.6
796,79,3.35
797,79,3.15
798,79,4.4
799,80,4.8
800,80,4.8
801,80,4.4
802,81,3.75
803,82,5.0
804,82,3.75
805,83,4.8
806,83,5.0
807,83,3.35
808,84,5.0
809,85,3.95
810,86,5.0
811,87,4.6
812,87,4.4
813,87,3.35
814,88,4.8
815,88,4.4
816,88,4.15
817,89,4.8
818,89,3.55
819,89,4.5
820,89,5.0
821,89,5.0
822,90,2.1
823,90,3.35
824,91,4.6
825,91,4.4
826,91,4.6
827,91,4.6
828,91,5.0
829,91,2.7
830,91,4.15
831,91,4.4
832,91,3.25
833,92,5.0
834,93,4.8
835,93,5.0
836,93,4.15
837,94,5.0
838,95,4.6
839,96,4.8
840,96,5.0
841,97,4.4
842,98,5.0
843,98,4.6
844,99,3.95
845,99,5.0
846,100,3.15
847,101,5.0
848,101,4.8
849,101,5.0
850,101,5.0
851,101,3.95
852,102,4.8
853,103,4.6
854,104,4.6
855,105,3.75
856,105,4.8
857,105,5.0
858,105,4.6
859,105,5.0
860,105,4.8
861,105,2.9
862,106,5.0
863,106,3.55
864,107,4.8
865,107,5.0
866,108,3.95
867,109,4.15
868,109,5.0
869,109,4.8
870,109,5.0
871,109,5.0
872,109,4.6
873,109,4.4
874,110,5.0
875,110,5.0
876,110,4.4
877,111,5.0
878,111,3.75
879,111,4.6
880,111,4.8
881,111,2.9
882,112,4.15
883,113,4.6
884,113,5.0
885,114,5.0
886,115,5.0
887,115,4.6
888,115,5.0
889,115,5.0
890,115,1.65
891,115,3.75
892,115,2.9
893,115,5.0
894,115,4.4
895,115,3.75
896,116,4.6
897,117,5.0
898,117,4.15
899,117,5.0
900,118,5.0
901,119,4.6
902,119,3.75
903,119,4.4
904,119,4.8
905,120,5.0
906,121,4.8
907,121,4.15
908,121,4.6
909,122,5.0
910,123,2.7
911,123,5.0
912,123,4.8
913,123,5.0
914,123,4.8
915,123,4.8
916,123,5.0
917,123,4.8
918,123,5.0
919,123,5.0
920,123,4.8
921,123,2.3
922,124,4.8
923,125,4.8
924,125,5.0
925,125,4.4
926,126,4.15
927,126,5.0
928,126,3.75
929,127,5.0
930,128,4.6
931,129,2.7
932,129,3.95
933,130,5.0
934,131,5.0
935,131,4.8
936,132,3.75
937,133,5.0
938,133,4.4
939,133,4.4
940,133,4.0
941,133,4.8
942,134,4.6
943,135,3.55
944,135,4.6
945,135,5.0
946,135,5.0
947,135,4.8
948,135,4.6
949,135,4.8
950,135,4.6
951,135,5.0
952,135,3.15
953,136,3.75
954,136,4.8
955,136,4.15
956,137,3.15
957,137,4.15
958,138,5.0
959,138,4.15
960,139,4.6
961,139,5.0
962,139,4.6
963,139,5.0
964,139,5.0
965,139,3.75
966,139,3.75
967,140,4.4
968,141,5.0
969,141,3.15
970,141,5.0
971,141,5.0
972,141,5.0
973,141,3.75
974,141,4.6
975,142,4.15
976,143,2.0
977,144,5.0
978,145,4.8
979,145,2.3
980,145,5.0
981,145,4.6
982,145,4.15
983,145,4.8
984,145,5.0
985,145,3.75
986,145,4.6
987,145,4.8
988,146,3.25
989,146,3.15
990,146,4.4
991,146,4.8
992,146,4.4
993,146,3.35
994,146,3.75
995,146,4.4
996,146,4.15
997,146,3.55
998,146,5.0
999,147,5.0
1000,147,4.6
1001,147,4.6
1002,147,4.15
1003,147,5.0
1004,147,2.5
1005,147,2.7
1006,147,2.5
1007,147,5.0
1008,147,4.75
1009,147,4.8
1010,147,4.6
1011,147,2.7
1012,147,4.8
1013,147,4.8
1014,147,4.4
1015,147,4.6
1016,147,4.6
1017,147,4.8
1018,147,2.9
1019,147,4.6
1020,147,4.6
1021,147,4.4
1022,147,4.6
1023,147,5.0
1024,147,4.6
1025,147,3.5
1026,147,3.15
1027,147,4.8
1028,147,4.6
1029,147,4.15
1030,147,5.0
1031,147,5.0
1032,147,3.75
1033,147,4.15
1034,147,5.0
1035,147,4.4
1036,147,4.4
1037,147,4.8
1038,147,4.8
1039,147,5.0
1040,147,4.6
1041,147,4.6
1042,147,2.3
1043,147,4.8
1044,147,4.8
1045,147,4.8
1046,147,3.15
1047,147,4.8
1048,147,4.8
1049,147,3.95
1050,147,4.6
1051,147,3.75
1052,147,4.4
1053,147,5.0
1054,147,4.6
1055,147,3.75
1056,147,5.0
1057,147,4.6
1058,147,4.8
1059,147,5.0
1060,147,5.0
1061,147,2.9
1062,148,5.0
1063,149,5.0
1064,149,1.0
1065,149,3.0
1066,149,5.0
1067,149,5.0
1068,149,5.0
1069,149,3.0
1070,149,5.0
1071,149,5.0
1072,149,5.0
1073,149,4.0
1074,149,4.0
1075,149,5.0
1076,149,4.0
1077,149,5.0
1078,149,5.0
1079,149,3.0
1080,149,4.0
1081,150,3.0
1082,150,5.0
1083,151,5.0
1084,151,3.0
1085,151,5.0
1086,151,4.0
1087,151,5.0
1088,151,4.0
1089,151,2.0
1090,151,4.0
1091,151,4.0
1092,151,4.0
1093,151,5.0
1094,151,3.0
1095,151,5.0
1096,151,4.0
1097,151,5.0
1098,151,4.0
1099,151,4.0
1100,151,5.0
1101,151,5.0
1102,151,5.0
1103,152,4.0
1104,152,4.0
1105,153,4.0
1106,154,5.0
1107,155,2.0
1108,155,3.0
1109,156,4.0
1110,156,5.0
1111,156,4.0
1112,156,4.0
1113,156,5.0
1114,156,2.0
1115,156,3.0
1116,156,4.0
1117,156,5.0
1118,156,5.0
1119,156,5.0
1120,156,4.0
1121,156,4.0
1122,156,5.0
1123,156,5.0
1124,156,3.0
1125,156,5.0
1126,156,4.0
1127,156,5.0
1128,156,4.0
1129,156,4.0
1130,156,4.0
1131,156,4.0
1132,156,5.0
1133,156,5.0
1134,156,5.0
1135,156,4.0
1136,156,4.0
1137,156,4.0
1138,156,5.0
1139,156,4.0
1140,156,5.0
1141,156,4.0
1142,156,5.0
1143,156,1.0
1144,156,5.0
1145,156,4.0
1146,156,5.0
1147,156,5.0
1148,156,5.0
1149,156,4.0
1150,156,5.0
1151,156,4.0
1152,156,4.0
1153,156,4.0
1154,156,4.0
1155,156,4.0
1156,156,2.0
1157,156,5.0
1158,156,5.0
1159,156,5.0
1160,156,5.0
1161,156,4.0
1162,156,4.0
1163,156,5.0
1164,156,5.0
1165,156,3.0
1166,156,4.0
1167,156,4.0
1168,156,2.0
1169,156,4.0
1170,156,5.0
1171,156,2.0
1172,156,5.0
1173,156,5.0
1174,156,4.0
1175,156,4.0
1176,156,2.0
1177,156,4.0
1178,156,2.0
1179,156,5.0
1180,156,5.0
1181,156,4.0
1182,156,2.0
1183,157,3.0
1184,157,5.0
1185,157,5.0
1186,157,4.0
1187,157,3.0
1188,157,5.0
1189,157,4.0
1190,157,5.0
1191,157,5.0
1192,157,5.0
1193,157,5.0
1194,157,4.0
1195,157,5.0
1196,157,4.0
1197,157,5.0
1198,157,5.0
1199,157,5.0
1200,157,1.0
1201,157,5.0
1202,157,4.0
1203,157,4.0
1204,157,4.0
1205,157,4.0
1206,157,4.0
1207,157,5.0
1208,157,1.0
1209,157,5.0
1210,157,2.0
1211,157,4.0
1212,157,4.0
1213,157,4.0
1214,157,5.0
1215,157,4.0
1216,157,5.0
1217,157,4.0
1218,157,4.0
1219,157,5.0
1220,157,5.0
1221,157,5.0
1222,158,4.0
1223,158,5.0
1224,158,4.0
1225,158,4.0
1226,158,5.0
1227,158,4.0
1228,158,4.0
1229,158,5.0
1230,158,5.0
1231,158,5.0
1232,158,3.0
1233,158,4.0
1234,158,4.0
1235,158,4.0
1236,158,1.0
1237,158,5.0
1238,158,5.0
1239,158,5.0
1240,158,5.0
1241,158,5.0
1242,158,3.0
1243,158,4.0
1244,158,5.0
1245,158,5.0
1246,158,5.0
1247,159,5.0
1248,159,4.0
1249,159,4.0
1250,159,5.0
1251,160,3.0
1252,160,4.0
1253,160,5.0
1254,160,2.0
1255,160,4.0
1256,160,4.0
1257,160,5.0
1258,160,5.0
1259,160,5.0
1260,160,5.0
1261,160,5.0
1262,160,5.0
1263,160,5.0
1264,160,4.0
1265,160,3.0
1266,160,4.0
1267,160,5.0
1268,160,4.0
1269,160,5.0
1270,160,4.0
1271,161,5.0
1272,161,5.0
1273,161,4.0
1274,162,5.0
1275,163,5.0
1276,164,4.0
1277,165,1.0
1278,166,5.0
1279,167,3.0
1280,167,5.0
1281,167,1.0
1282,167,2.0
1283,167,2.0
1284,167,5.0
1285,167,1.0
1286,167,1.0
1287,167,5.0
1288,167,2.0
1289,167,3.0
1290,167,2.0
1291,167,4.0
1292,167,4.0
1293,167,4.0
1294,167,3.0
1295,167,4.0
1296,167,3.0
1297,167,2.0
1298,167,3.0
1299,167,5.0
1300,167,1.0
1301,167,1.0
1302,167,1.0
1303,167,3.0
1304,167,3.0
1305,167,3.0
1306,167,4.0
1307,167,5.0
1308,167,3.0
1309,167,3.0
1310,167,5.0
1311,168,4.0
1312,168,3.0
1313,168,5.0
1314,169,1.0
1315,169,3.0
1316,169,3.0
1317,170,2.0
1318,170,3.0
1319,170,5.0
1320,170,5.0
1321,170,3.0
1322,170,2.0
1323,170,1.0
1324,170,5.0
1325,171,5.0
1326,172,5.0
1327,172,5.0
1328,172,5.0
1329,172,2.0
1330,172,4.0
1331,172,5.0
1332,172,3.0
1333,172,5.0
1334,172,3.0
1335,172,5.0
1336,172,5.0
1337,172,5.0
1338,172,5.0
1339,172,4.0
1340,172,4.0
1341,172,5.0
1342,172,4.0
1343,172,5.0
1344,172,5.0
1345,172,4.0
1346,172,4.0
1347,172,2.0
1348,172,4.0
1349,172,5.0
1350,172,4.0
1351,172,5.0
1352,172,2.0
1353,172,5.0
1354,172,3.0
1355,172,3.0
1356,172,4.0
1357,172,4.0
1358,172,5.0
1359,172,3.0
1360,172,5.0
1361,172,5.0
1362,172,5.0
1363,172,4.0
1364,173,5.0
1365,174,5.0
1366,174,5.0
1367,174,5.0
1368,174,5.0
1369,174,5.0
1370,174,5.0
1371,174,5.0
1372,175,1.0
1373,176,1.0
1374,177,2.0
1375,178,4.0
1376,178,4.0
1377,178,4.0
1378,178,5.0
1379,178,3.0
1380,178,4.0
1381,178,3.0
1382,179,5.0
1383,179,5.0
1384,179,4.0
1385,180,3.0
1386,180,2.0
1387,181,1.0
1388,181,5.0
1389,182,3.0
1390,183,5.0
1391,183,5.0
1392,183,5.0
1393,184,3.0
1394,184,3.0
1395,184,4.0
1396,184,5.0
1397,184,5.0
1398,184,5.0
1399,184,4.0
1400,184,4.0
1401,184,5.0
1402,184,5.0
1403,184,3.0
1404,184,5.0
1405,184,5.0
1406,184,4.0
1407,184,4.0
1408,184,4.0
1409,184,5.0
1410,184,3.0
1411,184,1.0
1412,184,4.0
1413,184,5.0
1414,184,4.0
1415,184,5.0
1416,184,4.0
1417,184,3.0
1418,184,3.0
1419,184,3.0
1420,185,4.0
1421,186,4.0
1422,187,1.0
1423,188,5.0
1424,189,5.0
1425,189,4.4
1426,189,5.0
1427,189,5.0
1428,189,4.8
1429,189,4.4
1430,189,4.4
1431,189,5.0
1432,189,4.6
1433,189,4.4
1434,189,4.15
1435,189,3.35
1436,189,5.0
1437,189,4.8
1438,190,5.0
1439,190,5.0
1440,190,5.0
1441,190,5.0
1442,190,5.0
1443,190,5.0
1444,190,5.0
1445,190,5.0
1446,190,4.0
1447,190,5.0
1448,190,5.0
1449,190,3.0
1450,190,5.0
1451,190,5.0
1452,190,5.0
1453,190,5.0
1454,190,5.0
1455,190,4.0
1456,190,5.0
1457,190,4.0
1458,190,5.0
1459,191,5.0
1460,191,5.0
1461,191,4.0
1462,191,3.0
1463,191,5.0
1464,191,5.0
1465,191,5.0
1466,191,5.0
1467,191,1.0
1468,191,3.0
1469,191,5.0
1470,191,4.0
1471,191,4.0
1472,191,5.0
1473,191,4.0
1474,191,5.0
1475,191,4.0
1476,191,4.0
1477,191,3.0
1478,191,1.0
1479,191,4.0
1480,191,3.0
1481,191,5.0
1482,191,5.0
1483,191,5.0
1484,191,5.0
1485,191,5.0
1486,191,5.0
1487,191,5.0
1488,191,5.0
1489,191,5.0
1490,191,1.0
1491,191,3.0
1492,191,4.0
1493,191,5.0
1494,191,2.0
1495,191,3.0
1496,191,5.0
1497,192,5.0
1498,193,5.0
1499,194,1.0
1500,195,3.0
1501,195,4.0
1502,195,3.0
1503,196,5.0
1504,197,5.0
1505,197,5.0
1506,198,4.0
1507,199,5.0
1508,200,5.0
1509,200,5.0
1510,200,3.0
1511,200,4.0
1512,200,5.0
1513,200,3.0
1514,200,3.0
1515,201,4.0
1516,201,5.0
1517,202,5.0
1518,202,4.0
1519,202,4.0
1520,202,5.0
1521,202,5.0
1522,202,3.0
1523,202,5.0
1524,202,5.0
1525,202,5.0
1526,202,3.0
1527,202,5.0
1528,202,5.0
1529,203,1.0
1530,203,5.0
1531,203,2.0
1532,203,5.0
1533,203,3.0
1534,203,4.0
1535,203,5.0
1536,204,4.0
1537,204,5.0
1538,205,1.0
1539,205,5.0
1540,205,5.0
1541,205,3.0
1542,205,4.0
1543,206,4.0
1544,207,1.0
1545,207,1.0
1546,207,1.0
1547,207,1.0
1548,207,1.0
1549,207,5.0
1550,207,1.0
1551,207,1.0
1552,207,2.0
1553,207,1.0
1554,207,2.0
1555,207,3.0
1556,207,5.0
1557,207,1.0
1558,207,2.0
1559,207,4.0
1560,208,4.0
1561,208,5.0
1562,208,3.0
1563,208,5.0
1564,208,4.0
1565,208,4.0
1566,208,2.0
1567,208,4.0
1568,208,5.0
1569,209,5.0
1570,209,4.0
1571,209,5.0
1572,209,4.0
1573,209,2.0
1574,209,4.0
1575,209,4.0
1576,209,4.0
1577,209,5.0
1578,210,4.0
1579,210,5.0
1580,210,4.0
1581,210,3.0
1582,210,5.0
1583,211,3.0
1584,211,4.0
1585,211,3.0
1586,211,5.0
1587,211,4.0
1588,211,4.0
1589,212,2.0
1590,213,1.0
1591,214,5.0
1592,214,4.0
1593,214,2.0
1594,214,1.0
1595,214,4.0
1596,214,5.0
1597,214,1.0
1598,214,4.0
1599,214,4.0
1600,214,4.0
1601,214,4.0
1602,214,3.0
1603,214,4.0
1604,214,3.0
1605,214,3.0
1606,214,3.0
1607,214,3.0
1608,214,5.0
1609,214,4.0
1610,215,1.0
1611,215,4.0
1612,215,5.0
1613,215,3.0
1614,215,3.0
1615,215,4.0
1616,215,3.0
1617,215,5.0
1618,215,5.0
1619,215,4.0
1620,215,5.0
1621,215,5.0
1622,215,2.0
1623,215,5.0
1624,215,1.0
1625,215,3.0
1626,215,2.0
1627,215,2.0
1628,215,5.0
1629,216,4.0
1630,217,3.0
1631,217,4.0
1632,217,4.0
1633,217,1.0
1634,218,5.0
1635,218,5.0
1636,219,4.0
1637,219,5.0
1638,219,5.0
1639,219,5.0
1640,220,5.0
1641,221,5.0
1642,221,3.0
1643,222,5.0
1644,222,4.0
1645,222,3.0
1646,222,4.0
1647,222,5.0
1648,223,5.0
1649,224,4.0
1650,225,5.0
1651,225,4.0
1652,225,5.0
1653,225,5.0
1654,225,5.0
1655,225,5.0
1656,225,5.0
1657,225,2.0
1658,225,3.0
1659,225,1.0
1660,225,5.0
1661,225,5.0
1662,226,5.0
1663,226,5.0
